id,web_name,full_name,position,team,now_cost,roll_minutes,roll_total_points,roll_ict_index,roll_threat,roll_creativity,roll_influence,roll_bps,roll_expected_goal_involvements,roll_expected_goals_conceded,roll_starts,roll_goals_scored,roll_assists,roll_clean_sheets,roll_goals_conceded,roll_bonus,roll_defensive_contribution,roll_tackles,roll_clearances_blocks_interceptions,roll_recoveries,games_played_so_far,ep_next,ep_this,total_points,points_per_game,form,status,chance_of_playing_next_round,chance_of_playing_this_round,selected_by_percent,news,matched_last_season
93,Schuster,Jannik Schuster,DEF,4,45,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.7,,0,0.0,0.0,a,,,0.1,,False
94,Schade,Kevin Schade,MID,4,60,71.6,3.0,2.66,17.2,1.24,9.159999999999998,6.2,0.22599999999999992,1.6480000000000001,0.8,0.2,0.0,0.2,1.2,0.0,3.6,1.0,0.8,1.8,38.0,2.1,,125,3.6,0.0,a,,,2.3,,True
95,O.Dango,Dango Ouattara,MID,4,65,76.2,5.0,6.220000000000001,28.8,13.719999999999999,19.72,14.2,0.524,1.6460000000000001,0.8,0.4,0.2,0.2,1.4,0.6,4.8,1.2,2.0,1.6,38.0,2.3,,136,4.2,0.0,a,,,1.3,,True
96,Damsgaard,Mikkel Damsgaard,MID,4,55,69.0,4.0,5.840000000000001,12.8,26.78,18.839999999999996,17.2,0.37,1.3379999999999999,0.8,0.2,0.0,0.2,1.0,0.6,9.0,1.4,2.0,5.6,38.0,2.0,,113,3.4,0.0,a,,,0.7,,True
97,Jensen,Mathias Jensen,MID,4,55,82.8,4.2,4.76,4.2,23.28,20.2,17.2,0.28800000000000003,1.7579999999999998,1.0,0.2,0.0,0.2,1.6,0.2,9.6,1.6,2.8,5.2,38.0,2.0,,98,2.7,0.0,a,,,0.1,,True
98,Janelt,Vitaly Janelt,MID,4,50,36.2,0.8,1.3,1.2,7.640000000000001,4.279999999999999,6.8,0.078,1.28,0.4,0.0,0.0,0.0,1.0,0.0,3.8,0.6,1.0,2.2,38.0,1.5,,74,3.0,0.0,a,,,0.1,,True
99,Milambo,Antoni Milambo,MID,4,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.1,,1,1.0,0.0,d,75.0,,0.0,Knee injury - 75% chance of playing,True
100,Carvalho,Fábio Freitas Gouveia Carvalho,MID,4,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,,13,2.2,0.0,i,0.0,,0.0,Knee injury - Unknown return date,True
101,Henderson,Jordan Henderson,MID,4,50,19.4,0.2,0.7,0.8,4.46,1.72,2.2,0.012,0.442,0.2,0.0,0.0,0.0,0.4,0.0,1.0,0.2,0.0,0.8,38.0,0.0,,76,2.4,0.0,u,0.0,,0.0,has departed the club as a free agent.,True
102,Yarmoliuk,Yehor Yarmoliuk,MID,4,50,69.2,3.4,2.24,1.4,5.860000000000001,15.040000000000001,14.4,0.027999999999999997,1.298,0.8,0.0,0.2,0.2,1.2,0.2,10.8,2.2,3.6,5.0,38.0,1.5,,104,2.8,0.0,a,,,1.5,,True
103,Dasilva,Josh Dasilva,MID,4,50,0.4,0.4,0.32,0.8,2.2600000000000002,0.08,1.0,0.016,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,38.0,1.5,,2,1.0,0.0,a,,,0.0,,True
105,Anthony,Jaidon Anthony,MID,4,60,87.4,3.6,4.86,19.2,13.780000000000005,15.52,15.6,0.20599999999999996,1.7079999999999997,1.0,0.2,0.2,0.0,1.6,0.0,5.8,1.2,0.8,3.8,38.0,2.1,,0,0.0,0.0,a,,,0.2,,True
106,Thiago,Igor Thiago Nascimento Rodrigues,FWD,4,80,90.0,2.6,5.06,22.8,10.860000000000001,16.999999999999996,7.0,0.31399999999999995,1.986,1.0,0.2,0.0,0.2,1.6,0.0,5.2,1.2,2.8,1.2,38.0,2.5,,181,4.8,0.0,a,,,15.8,,True
107,Furo,Kaye Furo,FWD,4,45,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,1,1.0,0.0,a,,,0.9,,True
108,Wilson,Callum Wilson,FWD,4,55,34.8,2.6,3.8599999999999994,20.6,2.6399999999999997,15.4,13.2,0.25799999999999995,0.51,0.2,0.4,0.0,0.0,1.0,0.0,0.8,0.2,0.2,0.4,38.0,1.8,,0,0.0,0.0,a,,,0.4,,True
565,Sangaré,Mamadou Sangaré,MID,4,55,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,2.0,,0,0.0,0.0,a,,,0.4,,False
109,Verbruggen,Bart Verbruggen,GK,5,45,90.0,3.6,1.94,0.0,0.0,19.2,12.6,0.002,1.214,1.0,0.0,0.0,0.4,1.4,0.0,0.0,0.0,0.6,8.0,38.0,1.9,,130,3.4,0.0,a,,,16.7,,True
110,Rushworth,Carl Rushworth,GK,5,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.9,,0,0.0,0.0,a,,,0.6,,True
111,Steele,Jason Steele,GK,5,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,0,0.0,0.0,a,,,4.7,,True
113,F.Kadıoğlu,Ferdi Kadıoğlu,DEF,5,45,90.0,5.0,5.02,15.6,16.740000000000002,17.68,16.8,0.23800000000000004,1.214,1.0,0.2,0.0,0.4,1.4,0.6,3.4,0.6,2.8,3.0,38.0,1.7,,118,3.2,0.0,a,,,3.0,,True
114,Boscagli,Olivier Boscagli,DEF,5,45,36.0,1.4,1.1800000000000002,0.0,3.72,8.0,7.2,0.02,0.706,0.4,0.0,0.0,0.2,0.6,0.0,2.4,0.8,1.6,1.2,38.0,1.7,,39,3.2,0.0,a,,,0.1,,True
115,De Cuyper,Maxim De Cuyper,DEF,5,45,48.8,4.4,6.58,4.4,39.21999999999999,22.119999999999997,18.4,0.40800000000000003,0.626,0.6,0.0,0.6,0.2,0.8,0.6,2.4,0.8,1.6,2.0,38.0,1.7,,84,2.8,0.0,a,,,1.5,,True
116,Dunk,Lewis Dunk,DEF,5,45,54.4,3.6,2.98,11.2,3.38,15.24,10.8,0.11599999999999999,0.718,0.6,0.2,0.0,0.2,1.0,0.4,2.8,0.4,2.4,3.0,38.0,1.7,,100,3.0,0.0,a,,,0.7,,True
117,Coppola,Diego Coppola,DEF,5,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.7,,10,2.0,0.0,a,,,0.0,,True
118,Igor,Igor Julio dos Santos de Paulo,DEF,5,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.7,,6,1.5,0.0,a,,,0.1,,True
119,Costinha,João Pedro Loureiro da Costa,DEF,5,45,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.7,,0,0.0,0.0,a,,,0.0,,False
120,Svoboda,Michael Svoboda,DEF,5,50,48.37931034482759,1.817241379310345,2.026206896551724,4.348275862068966,4.8837931034482756,11.00551724137931,6.6482758620689655,0.06762068965517241,0.7361379310344828,0.5482758620689655,0.013793103448275864,0.027586206896551727,0.11034482758620691,0.7551724137931034,0.07241379310344828,4.279310344827586,0.8724137931034484,3.382758620689655,1.8275862068965518,0.0,2.2,,0,0.0,0.0,a,,,0.1,,False
121,Mitoma,Mitoma Kaoru,MID,5,60,45.6,0.8,2.46,10.4,10.92,3.2799999999999985,6.2,0.17,0.7659999999999999,0.6,0.0,0.0,0.2,0.6,0.0,3.6,0.4,0.6,2.6,38.0,0.0,,62,2.5,0.0,i,0.0,,0.2,Hamstring injury - Unknown return date,True
122,Minteh,Yankuba Minteh,MID,5,60,78.2,3.4,4.82,13.8,19.02,15.36,12.8,0.236,0.9400000000000001,0.8,0.2,0.0,0.6,0.8,0.2,4.8,2.0,1.0,1.8,38.0,2.1,,117,3.4,0.0,a,,,0.7,,True
123,Hinshelwood,Jack Hinshelwood,MID,5,60,83.6,5.6,6.180000000000001,28.6,9.040000000000001,23.919999999999998,19.0,0.534,0.9579999999999999,1.0,0.6,0.0,0.6,1.0,0.0,2.8,0.6,0.8,1.4,38.0,2.1,,91,3.4,0.0,a,,,0.3,,True
124,Groß,Pascal Groß,MID,5,55,90.0,4.2,7.42,21.0,36.62,16.64,20.8,0.332,1.214,1.0,0.0,0.4,0.4,1.4,0.6,6.4,1.2,1.2,4.0,38.0,2.0,,78,4.1,0.0,a,,,7.2,,True
125,Georginio,Georginio Rutter,FWD,5,55,29.4,2.0,2.88,10.6,11.32,6.8,6.6,0.246,0.34800000000000003,0.2,0.0,0.2,0.2,0.4,0.0,2.0,0.6,0.4,1.0,38.0,1.8,,87,2.7,0.0,a,,,0.7,,True
126,O'Riley,Matt O'Riley,MID,5,55,0.2,0.2,0.0,0.0,0.0,0.04,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.0,,16,2.7,0.0,a,,,0.1,,True
127,Gomez,Diego Gómez Amarilla,MID,5,50,16.6,0.4,0.7999999999999993,7.6,0.54,0.2,0.2,0.18999999999999995,0.33399999999999996,0.2,0.0,0.0,0.0,0.8,0.0,2.4,0.2,0.6,1.6,38.0,1.5,,97,3.0,0.0,a,,,1.8,,True
128,Buonanotte,Facundo Buonanotte,MID,5,50,2.4,0.2,0.48,0.4,2.8600000000000003,1.44,0.8,0.04,0.13,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.0,38.0,1.5,,3,0.8,0.0,a,,,0.1,,True
129,Ayari,Yasin Ayari,MID,5,55,6.0,0.6,0.12000000000000002,0.8,0.06000000000000001,0.36,1.4,0.0,0.04,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.4,0.2,38.0,2.0,,98,3.4,0.0,a,,,0.5,,True
130,Wieffer,Mats Wieffer,DEF,5,50,30.4,0.8,0.38,0.0,1.8199999999999998,2.12,3.8,0.006,0.422,0.6,0.0,0.0,0.0,0.8,0.0,2.0,0.4,0.2,1.4,38.0,2.2,,94,3.6,0.0,a,,,0.3,,True
131,Baleba,Carlos Baleba,MID,5,50,71.2,2.8,2.88,3.0,12.66,13.080000000000002,14.6,0.132,0.6679999999999999,0.8,0.0,0.0,0.6,0.4,0.0,11.0,1.8,3.2,6.0,38.0,1.5,,56,1.8,0.0,a,,,0.6,,True
132,Howell,Harry Howell,MID,5,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,4,1.3,0.0,a,,,0.3,,True
133,Watson,Tom Watson,MID,5,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,,5,0.8,0.0,u,0.0,,0.0,Has joined Leicester City on loan for the rest of the season,True
134,Oriola,Nehemiah Oriola,MID,5,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,,1,1.0,0.0,a,,,0.2,,True
135,Yohanna,Zadok Yohanna,MID,5,50,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,a,,,0.1,,False
137,Tzimas,Stefanos Tzimas,FWD,5,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.3,,16,1.8,0.0,d,75.0,,0.0,Knee injury - 75% chance of playing,True
138,Kostoulas,Charalampos Kostoulas,FWD,5,55,10.2,0.8,2.1,11.4,6.94,2.7199999999999998,3.4,0.11599999999999999,0.276,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.6,38.0,1.8,,35,1.7,0.0,a,,,0.3,,True
139,Ferguson,Evan Ferguson,FWD,5,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,,0,0.0,0.0,i,0.0,,0.0,Ankle injury - Expected back 10 Oct,True
328,Struijk,Pascal Struijk,DEF,5,50,65.0,1.2,1.6199999999999999,2.4,0.8599999999999994,13.040000000000001,4.4,0.026000000000000013,1.0999999999999999,0.8,0.0,0.0,0.0,1.4,0.0,6.0,1.2,4.8,2.4,38.0,2.2,,108,3.2,0.0,a,,,0.5,,True
504,Vuskovic,Luka Vušković,DEF,5,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.2,,0,0.0,0.0,a,,,3.0,,True
40,Rogers,Morgan Rogers,MID,6,75,72.0,3.4,4.459999999999999,13.4,15.64,16.080000000000002,12.4,0.138,1.078,0.8,0.2,0.2,0.0,1.4,0.4,5.4,1.6,0.8,3.0,38.0,2.6,,169,4.6,0.0,a,,,30.7,,True
136,Welbeck,Danny Welbeck,FWD,6,60,56.8,3.2,4.08,23.4,4.76,13.159999999999997,13.4,0.178,0.8480000000000001,0.8,0.2,0.2,0.4,1.0,0.2,3.0,0.8,0.8,1.4,38.0,2.0,,126,3.4,0.0,a,,,2.8,,True
140,Sánchez,Robert Lynch Sánchez,GK,6,50,67.2,1.4,1.9600000000000002,0.0,0.0,19.64,6.6,0.0,1.5500000000000003,0.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.4,7.0,38.0,2.6,,113,3.2,0.0,a,,,2.0,,True
141,Jörgensen,Filip Jörgensen,GK,6,50,22.8,0.6,0.4,0.0,0.0,4.04,3.0,0.0,0.11200000000000002,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2.2,38.0,2.6,,9,1.8,0.0,a,,,0.1,,True
142,James,Reece James,DEF,6,55,13.0,0.4,0.45999999999999963,1.4,0.5800000000000001,2.5199999999999987,2.8,0.013999999999999999,0.10200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.6,1.2,38.0,2.5,,115,4.0,0.0,a,,,8.0,,True
143,Chalobah,Trevoh Chalobah,DEF,6,55,44.2,0.8,1.3199999999999998,1.2,2.92,8.88,4.0,0.032,0.9360000000000002,0.4,0.0,0.0,0.0,1.2,0.0,3.2,0.0,3.2,2.0,38.0,2.5,,136,4.0,0.0,a,,,2.0,,True
144,Gusto,Malo Gusto,DEF,6,50,70.8,0.4,3.54,7.0,18.3,10.160000000000002,5.0,0.2,1.3039999999999998,0.8,0.0,0.0,0.0,1.8,0.0,4.0,0.8,3.2,2.6,38.0,2.2,,96,2.8,0.0,a,,,1.2,,True
145,Fofana,Wesley Fofana,DEF,6,50,55.2,1.0,0.8,1.2,0.42000000000000004,6.239999999999998,3.8,0.002,0.982,0.8,0.0,0.2,0.0,1.0,0.0,4.8,0.0,4.8,2.8,38.0,0.0,,65,2.6,0.0,s,0.0,,0.0,Suspended until 6 Sep,True
146,B.Badiashile,Benoît Badiashile Mukinayi,DEF,6,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.7,,7,0.9,0.0,a,,,0.0,,True
147,Tosin,Tosin Adarabioyo,DEF,6,45,9.0,0.0,0.18,0.0,0.16,1.6800000000000004,0.2,0.0,0.21800000000000003,0.2,0.0,0.0,0.0,0.4,0.0,0.6,0.4,0.2,0.6,38.0,1.7,,34,2.1,0.0,a,,,0.1,,True
148,Hato,Jorrel Hato,DEF,6,45,64.2,1.0,1.9000000000000004,0.8,3.2599999999999993,14.84,6.4,0.02,1.16,0.8,0.0,0.0,0.0,1.4,0.0,5.8,2.0,3.8,2.8,38.0,1.7,,19,0.9,0.0,a,,,1.2,,True
149,Colwill,Levi Samuels Colwill,DEF,6,50,45.0,1.6,1.6,1.2,1.52,13.2,6.0,0.024,0.672,0.4,0.0,0.0,0.0,0.8,0.0,5.0,0.6,4.4,1.8,38.0,2.2,,8,2.7,0.0,a,,,1.9,,True
150,M.Sarr,Mamadou Sarr,DEF,6,45,1.8,0.2,0.0,0.0,0.0,0.04,0.6,0.0,0.041999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.7,,3,1.0,0.0,a,,,0.1,,True
151,Acheampong,Josh Acheampong,DEF,6,45,15.8,0.8,0.2,0.8,0.13999999999999999,1.0,2.8,0.004,0.316,0.2,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.4,0.6,38.0,1.7,,39,2.3,0.0,a,,,0.2,,True
152,Palestra,Marco Palestra,DEF,6,55,48.37931034482759,1.817241379310345,2.026206896551724,4.348275862068966,4.8837931034482756,11.00551724137931,6.6482758620689655,0.06762068965517241,0.7361379310344828,0.5482758620689655,0.013793103448275864,0.027586206896551727,0.11034482758620691,0.7551724137931034,0.07241379310344828,4.279310344827586,0.8724137931034484,3.382758620689655,1.8275862068965518,0.0,2.5,,0,0.0,0.0,a,,,1.5,,False
153,Disasi,Axel Disasi,DEF,6,45,88.8,2.6,1.64,0.8,1.02,14.76,8.2,0.004,1.6440000000000001,1.0,0.0,0.0,0.2,1.6,0.0,5.8,1.0,4.8,2.4,38.0,1.7,,0,0.0,0.0,a,,,0.1,,True
154,Palmer,Cole Palmer,MID,6,95,71.6,2.4,3.8200000000000003,16.2,9.3,12.519999999999998,10.0,0.338,1.224,0.8,0.2,0.0,0.0,1.4,0.4,3.2,0.8,0.4,2.0,38.0,3.2,,114,4.4,0.0,a,,,12.7,,True
155,Enzo,Enzo Fernández,MID,6,70,90.0,5.2,7.140000000000001,11.0,35.48,25.0,20.6,0.312,1.6620000000000001,1.0,0.4,0.2,0.0,2.0,1.0,5.0,0.8,0.6,3.6,38.0,2.5,,157,4.4,0.0,a,,,5.4,,True
156,Neto,Pedro Lomba Neto,MID,6,65,48.4,2.6,3.019999999999999,6.4,12.620000000000001,11.12,10.4,0.048,1.074,0.6,0.0,0.4,0.0,1.2,0.2,1.8,0.6,0.4,0.8,38.0,2.3,,125,3.7,0.0,a,,,1.3,,True
157,Estêvão,Estêvão Almeida de Oliveira Gonçalves,MID,6,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.3,,58,2.6,0.0,a,,,1.7,,True
158,Gittens,Jamie Bynoe-Gittens,MID,6,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.1,,25,1.6,0.0,a,,,0.1,,True
159,Caicedo,Moisés Caicedo Corozo,MID,6,55,88.8,2.0,3.1399999999999997,2.2,17.04,11.959999999999999,15.4,0.074,1.6480000000000001,1.0,0.0,0.0,0.0,2.0,0.0,9.2,1.6,2.6,5.0,38.0,2.0,,110,3.3,0.0,a,,,3.7,,True
161,Lavia,Roméo Lavia,MID,6,50,25.8,0.6,0.43999999999999995,0.6,2.0,1.7600000000000002,5.2,0.034,0.776,0.4,0.0,0.0,0.0,1.0,0.0,1.6,0.6,0.2,0.8,38.0,1.5,,13,1.1,0.0,a,,,0.0,,True
163,D.Essugo,Dário Luís Essugo,MID,6,45,3.6,0.2,0.22000000000000003,0.4,0.36,1.3599999999999999,1.4,0.002,0.057999999999999996,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.6,0.0,0.2,38.0,1.0,,1,0.3,0.0,a,,,0.2,,True
164,Quenda,Geovany Quenda,MID,6,55,29.446280991735538,1.3173553719008264,1.4985123966942149,3.4991735537190083,6.0142148760330585,5.479338842975206,5.80495867768595,0.06743801652892562,0.49214876033057847,0.3256198347107438,0.021487603305785124,0.05619834710743802,0.0628099173553719,0.4859504132231405,0.07603305785123966,2.9950413223140493,0.6347107438016528,0.8396694214876033,1.6082644628099174,0.0,1.5,,0,0.0,0.0,d,75.0,,0.0,Unspecified injury - 75% chance of playing,False
165,João Pedro,João Pedro Junqueira de Jesus,FWD,6,75,54.0,2.2,2.7800000000000002,16.2,3.7600000000000016,7.6,7.8,0.2579999999999999,0.89,0.6,0.2,0.0,0.0,1.2,0.4,2.2,0.4,0.6,1.2,38.0,2.3,,177,5.1,0.0,a,,,54.7,,True
166,N.Jackson,Nicolas Jackson,FWD,6,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2.1,,0,0.0,0.0,a,,,0.4,,True
167,Delap,Liam Delap,FWD,6,55,41.8,0.8,0.38,3.8,0.96,0.48,0.6,0.06000000000000001,0.9179999999999999,0.4,0.0,0.0,0.0,0.8,0.0,1.2,0.2,0.2,0.8,38.0,1.8,,45,1.6,0.0,a,,,0.5,,True
168,Marc Guiu,Marc Guiu Paz,FWD,6,50,3.6,0.2,0.1,1.0,0.26,0.0,0.0,0.01600000000000002,0.048,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,38.0,1.4,,13,1.3,0.0,a,,,0.4,,True
169,Mheuka,Shumaira Mheuka,FWD,6,45,0.5,0.5,0.1,0.0,0.15,1.0,1.5,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,38.0,1.0,,1,1.0,0.0,a,,,0.4,,True
170,Emegha,Emmanuel Emegha,FWD,6,50,20.4,1.1800000000000002,1.497,7.42,2.962,4.794,4.45,0.1271,0.3792,0.17,0.08,0.030000000000000006,0.04,0.4,0.06999999999999999,1.1099999999999999,0.21000000000000002,0.38,0.52,0.0,1.0,,0,0.0,0.0,d,75.0,,0.2,Hamstring injury - 75% chance of playing,False
200,Lacroix,Maxence Lacroix,DEF,6,60,66.0,1.6,2.5799999999999996,6.8,2.5800000000000005,16.639999999999997,5.6,0.030000000000000016,1.1620000000000001,0.8,0.0,0.0,0.0,1.8,0.0,7.8,1.4,6.4,2.2,38.0,2.8,,154,4.4,0.0,a,,,12.0,,True
560,Penders,Mike Penders,GK,6,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.9,,0,0.0,0.0,a,,,0.1,,True
561,Anselmino,Aaron Anselmino,DEF,6,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.7,,0,0.0,0.0,a,,,0.0,,True
104,Onyeka,Frank Onyeka,MID,7,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.5,,12,2.0,0.0,a,,,0.2,,True
171,Dovin,Oliver Dovin,GK,7,40,17.419354838709676,0.6903225806451613,0.4612903225806451,0.0,0.0,4.594838709677419,3.0129032258064514,0.00025806451612903227,0.27541935483870966,0.1935483870967742,0.0,0.0,0.05806451612903226,0.23225806451612904,0.025806451612903222,0.0,0.0064516129032258064,0.1870967741935484,1.4129032258064516,0.0,1.0,,0,0.0,0.0,a,,,3.0,,False
172,Wilson,Ben Wilson,GK,7,45,17.419354838709676,0.6903225806451613,0.4612903225806451,0.0,0.0,4.594838709677419,3.0129032258064514,0.00025806451612903227,0.27541935483870966,0.1935483870967742,0.0,0.0,0.05806451612903226,0.23225806451612904,0.025806451612903222,0.0,0.0064516129032258064,0.1870967741935484,1.4129032258064516,0.0,1.9,,0,0.0,0.0,a,,,0.7,,False
173,Thomas,Bobby Thomas,DEF,7,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,8.7,,False
174,Kitching,Liam Kitching,DEF,7,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.4,,False
175,van Ewijk,Milan van Ewijk,DEF,7,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,16.7,,False
176,Dasilva,Jay Dasilva,DEF,7,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.4,,False
177,Kesler-Hayden,Kaine Kesler-Hayden,DEF,7,40,30.31111111111111,1.1901234567901235,1.1790123456790123,1.9753086419753085,3.4790123456790125,6.311111111111111,4.567901234567901,0.03967901234567901,0.48980246913580244,0.34074074074074073,0.019753086419753086,0.029629629629629627,0.07407407407407407,0.471604938271605,0.07407407407407407,2.180246913580247,0.6222222222222222,1.5382716049382716,1.1876543209876544,0.0,1.0,,0,0.0,0.0,a,,,0.1,,False
